epoch	loss
0	1.9741127296147269
0	1.6105317297817221
0	1.5055251773848444
0	1.4489081762549298
0	1.4116680287164258
0	1.3842130404736264
0	1.3652417676651933
0	1.3501787716677769
0	1.3364652091236917
0	1.3249903816890489
0	1.3156068333520297
0	1.3075452015194642
0	1.2997172303534796
0	1.2929317983808273
0	1.2879349664974318
0	1.2821685481277278
0	1.2769911792082871
0	1.2727852198986833
0	1.2689947195699411
0	1.2645532897175198
0	1.2611031209226982
0	1.2580760668226807
0	1.2540691083967654
0	1.2518469198693691
0	1.2489072100518908
0	1.2463509145726372
0	1.2438309073287888
0	1.2414602833355635
0	1.2385909137699456
0	1.2362709248659898
