epoch	loss
0	1.9345434707488913
0	1.9406895494302638
0	1.6917146849547915
0	1.6466874907599007
0	1.6321067346369553
0	1.6297434909766666
0	1.6391156631107087
0	1.6694877707865512
0	1.7753024684072478
0	2.8570146842771726
0	3.1760952431185117
0	3.1495891459041867
0	3.1364784215045205
0	3.131194057172034
0	3.1293007777393687
0	3.1275512494097053
0	3.1264115364453358
0	3.1261022215638046
0	3.1260272432344847
0	3.1252248506913509
0	3.1249798563918181
0	3.1247218273967485
0	3.1244599433125821
0	3.1238957919064907
0	3.1235563989999595
0	3.1236047451246356
0	3.123732242643682
0	3.1237200428847967
0	3.123392066366653
0	3.123391887581402
0	3.1233815558492299
0	3.1231236458141365
0	3.1230891356778745
0	3.1230418390103316
0	3.1231736967390025
0	3.1233013978351951
0	3.1231886066701988
0	3.1230857747011198
0	3.1230077346485161
0	3.1232916499448189
0	3.1231401741687344
0	3.1231237284662949
0	3.1231169052400825
0	3.122904925475523
0	3.1231554826099077
0	3.1230545540967434
0	3.1234208909901811
0	3.1229934039480622
0	3.1232178894274889
0	3.1229477890230553
0	3.1229542338264369
