epoch	loss
0	2.0552654254391287
0	1.6952603391855163
0	1.6043515451328489
0	1.5585979760639486
0	1.5297364457743312
0	1.5107274767816212
0	1.4955305288002896
0	1.4863207397782778
0	1.476266380676285
0	1.4696624570201788
0	1.4635442850826452
0	1.4590412746279537
0	1.455635404546366
0	1.4513969621733689
0	1.4490414150773494
0	1.4473433226839127
0	1.445710025831739
0	1.4421198942870741
0	1.4403044279262294
0	1.4386710761886095
0	1.4397572812079413
0	1.4380376198182725
0	1.4371334788427146
0	1.4372844825197812
0	1.4358770314251885
0	1.4359065874947818
0	1.4366368659606379
0	1.4371025133855215
0	1.435759170063156
0	1.4358608856342885
